#  E (eV)   dos(E)     Int dos(E) EFermi =   17.639 eV
  -9.238  0.1185E-05  0.1185E-07
  -9.228  0.1322E-05  0.2507E-07
  -9.218  0.1475E-05  0.3982E-07
  -9.208  0.1644E-05  0.5626E-07
  -9.198  0.1831E-05  0.7457E-07
  -9.188  0.2039E-05  0.9496E-07
  -9.178  0.2268E-05  0.1176E-06
  -9.168  0.2521E-05  0.1428E-06
  -9.158  0.2801E-05  0.1709E-06
  -9.148  0.3109E-05  0.2019E-06
  -9.138  0.3449E-05  0.2364E-06
  -9.128  0.3824E-05  0.2747E-06
  -9.118  0.4237E-05  0.3171E-06
  -9.108  0.4691E-05  0.3640E-06
  -9.098  0.5190E-05  0.4159E-06
  -9.088  0.5739E-05  0.4733E-06
  -9.078  0.6341E-05  0.5367E-06
  -9.068  0.7002E-05  0.6067E-06
  -9.058  0.7726E-05  0.6840E-06
  -9.048  0.8520E-05  0.7692E-06
  -9.038  0.9388E-05  0.8630E-06
  -9.028  0.1034E-04  0.9664E-06
  -9.018  0.1138E-04  0.1080E-05
  -9.008  0.1251E-04  0.1205E-05
  -8.998  0.1375E-04  0.1343E-05
  -8.988  0.1510E-04  0.1494E-05
  -8.978  0.1657E-04  0.1660E-05
  -8.968  0.1818E-04  0.1841E-05
  -8.958  0.1992E-04  0.2041E-05
  -8.948  0.2182E-04  0.2259E-05
  -8.938  0.2389E-04  0.2498E-05
  -8.928  0.2613E-04  0.2759E-05
  -8.918  0.2856E-04  0.3045E-05
  -8.908  0.3120E-04  0.3357E-05
  -8.898  0.3405E-04  0.3697E-05
  -8.888  0.3715E-04  0.4069E-05
  -8.878  0.4050E-04  0.4473E-05
  -8.868  0.4412E-04  0.4915E-05
  -8.858  0.4803E-04  0.5395E-05
  -8.848  0.5225E-04  0.5917E-05
  -8.838  0.5681E-04  0.6486E-05
  -8.828  0.6172E-04  0.7103E-05
  -8.818  0.6701E-04  0.7773E-05
  -8.808  0.7271E-04  0.8500E-05
  -8.798  0.7884E-04  0.9288E-05
  -8.788  0.8542E-04  0.1014E-04
  -8.778  0.9250E-04  0.1107E-04
  -8.768  0.1001E-03  0.1207E-04
  -8.758  0.1082E-03  0.1315E-04
  -8.748  0.1170E-03  0.1432E-04
  -8.738  0.1263E-03  0.1558E-04
  -8.728  0.1363E-03  0.1695E-04
  -8.718  0.1470E-03  0.1842E-04
  -8.708  0.1584E-03  0.2000E-04
  -8.698  0.1706E-03  0.2171E-04
  -8.688  0.1837E-03  0.2354E-04
  -8.678  0.1975E-03  0.2552E-04
  -8.668  0.2123E-03  0.2764E-04
  -8.658  0.2281E-03  0.2992E-04
  -8.648  0.2448E-03  0.3237E-04
  -8.638  0.2626E-03  0.3500E-04
  -8.628  0.2815E-03  0.3781E-04
  -8.618  0.3016E-03  0.4083E-04
  -8.608  0.3229E-03  0.4406E-04
  -8.598  0.3454E-03  0.4751E-04
  -8.588  0.3693E-03  0.5120E-04
  -8.578  0.3945E-03  0.5515E-04
  -8.568  0.4212E-03  0.5936E-04
  -8.558  0.4495E-03  0.6386E-04
  -8.548  0.4793E-03  0.6865E-04
  -8.538  0.5107E-03  0.7376E-04
  -8.528  0.5438E-03  0.7919E-04
  -8.518  0.5787E-03  0.8498E-04
  -8.508  0.6154E-03  0.9114E-04
  -8.498  0.6540E-03  0.9768E-04
  -8.488  0.6946E-03  0.1046E-03
  -8.478  0.7372E-03  0.1120E-03
  -8.468  0.7820E-03  0.1198E-03
  -8.458  0.8288E-03  0.1281E-03
